Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-05-08 09:30:00-04:00,412.9700012207031,413.1300048828125,412.45001220703125,412.54998779296875,4034897,0.0,0.0,0.0
2023-05-08 09:45:00-04:00,412.55999755859375,412.6499938964844,411.8900146484375,412.172607421875,2961174,0.0,0.0,0.0
2023-05-08 10:00:00-04:00,412.2300109863281,412.510009765625,411.7619934082031,411.94000244140625,2251342,0.0,0.0,0.0
2023-05-08 10:15:00-04:00,411.95001220703125,412.2300109863281,411.760009765625,411.8399963378906,1808946,0.0,0.0,0.0
2023-05-08 10:30:00-04:00,411.8500061035156,412.29998779296875,411.67999267578125,412.2550048828125,2005460,0.0,0.0,0.0
2023-05-08 10:45:00-04:00,412.25,412.5799865722656,412.0849914550781,412.3901062011719,1486009,0.0,0.0,0.0
2023-05-08 11:00:00-04:00,412.3999938964844,412.8500061035156,412.3500061035156,412.5249938964844,1382720,0.0,0.0,0.0
2023-05-08 11:15:00-04:00,412.5299987792969,412.5799865722656,412.04998779296875,412.1199951171875,1470562,0.0,0.0,0.0
2023-05-08 11:30:00-04:00,412.1199951171875,412.3599853515625,411.8399963378906,412.3475036621094,1150237,0.0,0.0,0.0
2023-05-08 11:45:00-04:00,412.3500061035156,412.7300109863281,412.2900085449219,412.6400146484375,933548,0.0,0.0,0.0
2023-05-08 12:00:00-04:00,412.6499938964844,412.7702941894531,412.17498779296875,412.2099914550781,1354229,0.0,0.0,0.0
2023-05-08 12:15:00-04:00,412.2099914550781,412.4800109863281,412.05999755859375,412.3599853515625,903673,0.0,0.0,0.0
2023-05-08 12:30:00-04:00,412.3699951171875,412.5,412.06988525390625,412.2298889160156,1094171,0.0,0.0,0.0
2023-05-08 12:45:00-04:00,412.2300109863281,412.3550109863281,411.989990234375,412.2699890136719,1145937,0.0,0.0,0.0
2023-05-08 13:00:00-04:00,412.2799987792969,412.5199890136719,412.0899963378906,412.4599914550781,967300,0.0,0.0,0.0
2023-05-08 13:15:00-04:00,412.4549865722656,412.6099853515625,412.3599853515625,412.42999267578125,1488943,0.0,0.0,0.0
2023-05-08 13:30:00-04:00,412.4649963378906,412.80999755859375,412.4549865722656,412.7200012207031,1182880,0.0,0.0,0.0
2023-05-08 13:45:00-04:00,412.7181091308594,412.94000244140625,412.6700134277344,412.760009765625,1156752,0.0,0.0,0.0
2023-05-08 14:00:00-04:00,412.7699890136719,412.9700012207031,411.2799987792969,412.05999755859375,3561647,0.0,0.0,0.0
2023-05-08 14:15:00-04:00,412.05499267578125,412.8900146484375,412.0,412.7900085449219,2030421,0.0,0.0,0.0
2023-05-08 14:30:00-04:00,412.875,413.05999755859375,412.7699890136719,412.95001220703125,1732108,0.0,0.0,0.0
2023-05-08 14:45:00-04:00,412.9700012207031,413.239990234375,412.8299865722656,413.1199951171875,1243420,0.0,0.0,0.0
2023-05-08 15:00:00-04:00,413.1300048828125,413.17999267578125,412.6499938964844,412.7379150390625,1415282,0.0,0.0,0.0
2023-05-08 15:15:00-04:00,412.7300109863281,412.875,412.4200134277344,412.56988525390625,1595004,0.0,0.0,0.0
2023-05-08 15:30:00-04:00,412.55999755859375,413.0199890136719,412.4599914550781,412.9700012207031,1951640,0.0,0.0,0.0
2023-05-08 15:45:00-04:00,412.9599914550781,413.1000061035156,412.6099853515625,412.7900085449219,4166536,0.0,0.0,0.0
2023-05-09 09:30:00-04:00,411.1300048828125,411.43499755859375,410.68939208984375,411.1600036621094,3964878,0.0,0.0,0.0
2023-05-09 09:45:00-04:00,411.3599853515625,411.67498779296875,411.0249938964844,411.6300048828125,2344554,0.0,0.0,0.0
2023-05-09 10:00:00-04:00,411.635009765625,411.8399963378906,410.8399963378906,410.9800109863281,2480880,0.0,0.0,0.0
2023-05-09 10:15:00-04:00,410.9800109863281,411.4700012207031,410.8699951171875,411.2799987792969,1489815,0.0,0.0,0.0
2023-05-09 10:30:00-04:00,411.29998779296875,411.5950012207031,410.9112854003906,411.5718078613281,1556694,0.0,0.0,0.0
2023-05-09 10:45:00-04:00,411.5799865722656,411.6549987792969,411.2300109863281,411.3699951171875,1226856,0.0,0.0,0.0
2023-05-09 11:00:00-04:00,411.3699951171875,411.6400146484375,410.9700012207031,411.29949951171875,1565199,0.0,0.0,0.0
2023-05-09 11:15:00-04:00,411.29998779296875,411.7200012207031,411.2309875488281,411.2799072265625,1024908,0.0,0.0,0.0
2023-05-09 11:30:00-04:00,411.2799987792969,411.69000244140625,411.239990234375,411.2900085449219,931728,0.0,0.0,0.0
2023-05-09 11:45:00-04:00,411.3699951171875,411.4100036621094,410.9750061035156,411.0299987792969,917735,0.0,0.0,0.0
2023-05-09 12:00:00-04:00,411.0,411.2099914550781,410.8699951171875,410.9549865722656,1012129,0.0,0.0,0.0
2023-05-09 12:15:00-04:00,410.9580078125,411.1099853515625,410.80999755859375,410.8699951171875,1409189,0.0,0.0,0.0
2023-05-09 12:30:00-04:00,410.864990234375,411.20001220703125,410.8288879394531,411.0090026855469,933469,0.0,0.0,0.0
2023-05-09 12:45:00-04:00,411.0050048828125,411.3900146484375,410.94000244140625,411.3550109863281,1104837,0.0,0.0,0.0
2023-05-09 13:00:00-04:00,411.35009765625,411.45001220703125,411.20001220703125,411.2900085449219,957627,0.0,0.0,0.0
2023-05-09 13:15:00-04:00,411.2900085449219,411.4599914550781,411.2550048828125,411.3800048828125,676781,0.0,0.0,0.0
2023-05-09 13:30:00-04:00,411.3800048828125,411.55999755859375,411.239990234375,411.3399963378906,708269,0.0,0.0,0.0
2023-05-09 13:45:00-04:00,411.3299865722656,411.9200134277344,411.239990234375,411.8399963378906,1454535,0.0,0.0,0.0
2023-05-09 14:00:00-04:00,411.8500061035156,412.07000732421875,411.6799011230469,411.82000732421875,1339490,0.0,0.0,0.0
2023-05-09 14:15:00-04:00,411.80999755859375,412.0899963378906,411.6903076171875,411.7898864746094,1613880,0.0,0.0,0.0
2023-05-09 14:30:00-04:00,411.7900085449219,411.9100036621094,411.67999267578125,411.8384094238281,1296312,0.0,0.0,0.0
2023-05-09 14:45:00-04:00,411.8299865722656,411.8999938964844,411.1099853515625,411.46990966796875,1606026,0.0,0.0,0.0
2023-05-09 15:00:00-04:00,411.46990966796875,411.79998779296875,411.44000244140625,411.54998779296875,1222967,0.0,0.0,0.0
2023-05-09 15:15:00-04:00,411.54998779296875,411.56500244140625,411.30999755859375,411.489990234375,1585326,0.0,0.0,0.0
2023-05-09 15:30:00-04:00,411.489990234375,411.69000244140625,411.1400146484375,411.2449951171875,1956812,0.0,0.0,0.0
2023-05-09 15:45:00-04:00,411.239990234375,411.4100036621094,410.80999755859375,410.9599914550781,7097799,0.0,0.0,0.0
2023-05-10 09:30:00-04:00,414.0249938964844,414.5350036621094,411.82000732421875,412.33990478515625,9753495,0.0,0.0,0.0
2023-05-10 09:45:00-04:00,412.3299865722656,412.54998779296875,411.5000915527344,412.4909973144531,4020298,0.0,0.0,0.0
2023-05-10 10:00:00-04:00,412.489990234375,413.7300109863281,412.4800109863281,413.135009765625,4339568,0.0,0.0,0.0
2023-05-10 10:15:00-04:00,413.1199951171875,413.3399963378906,411.7300109863281,412.1099853515625,3538789,0.0,0.0,0.0
2023-05-10 10:30:00-04:00,412.1199951171875,412.5599060058594,410.7500915527344,410.8210144042969,3103337,0.0,0.0,0.0
