,Close,Clusters
108,312.3999938964844,1
109,312.79998779296875,1
110,312.6600036621094,1
111,313.45001220703125,1
112,312.806396484375,-1
113,313.5400085449219,1
114,313.3500061035156,0
115,313.1600036621094,0
116,313.17999267578125,0
117,312.8999938964844,0
118,313.0,0
119,312.760009765625,0
120,313.0050048828125,0
121,313.3500061035156,0
122,313.0199890136719,0
123,312.82000732421875,0
124,312.5899963378906,0
125,312.739990234375,0
126,313.0,0
127,313.3179016113281,0
128,313.1199951171875,0
129,311.760009765625,-2
130,312.70001220703125,1
131,311.75,-1
132,311.4342041015625,0
133,311.2250061035156,0
134,311.739990234375,0
135,311.79998779296875,0
136,311.6297912597656,0
137,311.5,0
138,311.9800109863281,0
139,312.30999755859375,0
140,311.96990966796875,0
141,312.4100036621094,1
142,313.010009765625,1
143,312.93499755859375,0
144,313.25,0
145,313.70098876953125,0
146,313.87060546875,0
147,313.96270751953125,0
148,313.68499755859375,0
149,313.8299865722656,0
150,313.45001220703125,0
151,313.2300109863281,0
152,313.69500732421875,0
153,313.69000244140625,0
154,313.4649963378906,0
155,313.989990234375,1
156,314.510009765625,1
157,315.3399963378906,1
158,315.1199951171875,0
159,316.2431945800781,0
160,315.95001220703125,0
161,315.9599914550781,0
162,317.31671142578125,0
163,317.3699951171875,0
164,317.29998779296875,0
165,317.0,0
166,316.69000244140625,0
167,316.73291015625,0
168,316.4100036621094,0
169,316.2300109863281,0
170,316.45001220703125,0
171,316.6000061035156,0
172,316.5299987792969,0
173,316.260009765625,0
174,316.5799865722656,0
175,316.8299865722656,0
176,317.07000732421875,0
177,317.29998779296875,0
178,317.5400085449219,0
179,317.82000732421875,0
180,318.3500061035156,0
181,318.55999755859375,0
182,318.1300048828125,-1
183,317.739990234375,-1
184,317.2900085449219,-1
185,317.8299865722656,1
186,317.6724853515625,0
187,317.8699951171875,0
188,317.5450134277344,0
189,317.1199951171875,0
190,317.2850036621094,0
191,317.5350036621094,0
192,316.8800048828125,0
193,316.95001220703125,0
194,317.1070861816406,0
195,317.44000244140625,0
196,317.989990234375,0
197,318.0799865722656,0
198,317.67999267578125,0
199,317.4762878417969,0
200,317.5050048828125,0
201,317.9800109863281,0
202,317.9100036621094,0
203,318.010009765625,0
204,318.2499084472656,0
205,318.064697265625,0
206,318.3341064453125,0
207,318.3800048828125,0
208,320.9884033203125,0
209,320.9649963378906,0
210,320.9599914550781,0
211,320.75,0
212,321.2550048828125,1
213,321.8500061035156,1
214,321.9700012207031,0
215,321.42999267578125,-1
216,321.010009765625,-1
217,320.67999267578125,0
218,321.2900085449219,1
219,320.510009765625,-1
220,320.65179443359375,0
221,320.4849853515625,0
222,320.0899963378906,0
223,320.6401062011719,0
224,320.9599914550781,0
225,320.8454895019531,0
226,320.84710693359375,0
227,321.1300048828125,0
228,321.2900085449219,0
229,321.1199951171875,0
230,321.0199890136719,0
231,321.0570983886719,0
232,320.6499938964844,-1
233,321.2349853515625,1
234,320.7300109863281,-1
235,320.739990234375,0
236,320.7237854003906,0
237,320.0050048828125,-1
238,319.739990234375,-1
239,318.8525085449219,-1
240,319.1499938964844,0
241,318.9798889160156,0
242,319.114990234375,0
243,318.9248962402344,0
244,318.18499755859375,-1
245,318.0849914550781,-1
246,317.4599914550781,-1
247,317.3399963378906,0
248,317.55999755859375,0
249,317.4200134277344,0
250,317.4049987792969,0
251,317.18499755859375,0
252,316.864990234375,0
253,315.9700012207031,0
254,316.32000732421875,0
255,316.1430969238281,0
256,316.2900085449219,0
257,315.989990234375,0
258,316.2200012207031,0
259,315.2799987792969,-1
