,Close,Clusters
150,112.70999908447266,0
151,121.81999969482422,0
152,123.18000030517578,0
153,108.0999984741211,0
154,113.63999938964844,0
155,110.33999633789062,0
156,113.05999755859375,0
157,119.7699966430664,0
158,118.8499984741211,0
159,123.22000122070312,0
160,123.55999755859375,0
161,122.4000015258789,0
162,131.49000549316406,0
163,128.77999877929688,0
164,127.16999816894531,0
165,133.4199981689453,1
166,143.75,1
167,143.88999938964844,0
168,144.42999267578125,0
169,160.27000427246094,2
170,177.89999389648438,2
171,166.66000366210938,-1
172,173.22000122070312,1
173,181.41000366210938,1
174,188.27000427246094,1
175,189.97999572753906,0
176,194.75999450683594,0
177,196.80999755859375,0
178,201.2899932861328,0
179,207.32000732421875,0
180,196.88999938964844,0
181,194.63999938964844,0
182,209.25,0
183,214.24000549316406,0
184,202.0399932861328,-1
185,208.30999755859375,1
186,197.3699951171875,-1
187,200.86000061035156,0
188,202.07000732421875,0
189,196.8800048828125,0
190,207.6300048828125,0
191,205.7100067138672,0
192,202.77000427246094,0
193,190.89999389648438,-1
194,197.7899932861328,1
195,193.80999755859375,0
196,187.7100067138672,-1
197,182.0,-1
198,172.9199981689453,-1
199,173.44000244140625,0
200,174.47999572753906,0
201,183.25999450683594,0
202,180.4499969482422,0
203,184.1300048828125,0
204,180.1300048828125,0
205,183.25,0
206,197.5800018310547,2
207,191.14999389648438,-1
208,192.22000122070312,0
209,190.41000366210938,0
210,191.80999755859375,0
211,189.19000244140625,0
212,193.8800048828125,0
213,195.27999877929688,0
214,207.4600067138672,1
215,194.77000427246094,-1
216,192.5800018310547,-1
217,185.52000427246094,-1
218,185.05999755859375,0
219,184.50999450683594,0
220,186.7899932861328,0
221,180.5399932861328,0
222,185.89999389648438,0
223,185.0,0
224,187.0399932861328,0
225,184.30999755859375,0
226,180.58999633789062,0
227,162.99000549316406,0
228,165.0800018310547,0
229,162.5500030517578,0
230,160.6699981689453,0
231,153.75,-1
232,160.19000244140625,1
233,164.30999755859375,0
234,161.8300018310547,0
235,160.30999755859375,0
236,160.61000061035156,0
237,161.1999969482422,0
238,170.05999755859375,0
239,171.7899932861328,0
240,169.14999389648438,0
241,168.5399932861328,0
242,172.0800018310547,0
243,167.97999572753906,0
244,166.35000610351562,0
245,166.52000427246094,0
246,173.86000061035156,0
247,176.88999938964844,0
248,180.13999938964844,0
249,188.8699951171875,0
250,185.77000427246094,0
