,Close,Clusters
0,320.7300109863281,-69
1,320.739990234375,0
2,320.7237854003906,0
3,320.0050048828125,-1
4,319.739990234375,-1
5,318.8525085449219,-1
6,319.1499938964844,0
7,318.9798889160156,0
8,319.114990234375,0
9,318.9248962402344,0
10,318.18499755859375,-1
11,318.0849914550781,-1
12,317.4599914550781,-1
13,317.3399963378906,0
14,317.55999755859375,0
15,317.4200134277344,0
16,317.4049987792969,0
17,317.18499755859375,0
18,316.864990234375,0
19,315.9700012207031,0
20,316.32000732421875,0
21,316.1430969238281,0
22,316.2900085449219,0
23,315.989990234375,0
24,316.2200012207031,0
25,315.2799987792969,-1
26,314.6650085449219,-1
27,315.69000244140625,1
28,314.6099853515625,-1
29,313.7300109863281,-1
30,312.8999938964844,-1
31,313.1300048828125,0
32,313.3800048828125,0
33,313.5400085449219,0
34,313.4100036621094,0
35,313.30999755859375,0
36,313.44000244140625,0
37,312.8226013183594,0
38,313.1449890136719,0
39,313.3500061035156,0
40,313.1000061035156,0
41,313.7300109863281,1
42,314.44000244140625,1
43,314.5199890136719,0
44,314.2699890136719,0
45,313.760009765625,0
46,314.0,0
47,313.6499938964844,0
48,313.9772033691406,0
49,314.9800109863281,1
50,314.1400146484375,-1
51,313.8500061035156,0
52,321.4100036621094,8
53,320.6199951171875,-1
54,322.1000061035156,1
55,322.0299987792969,1
56,323.2799987792969,1
57,323.8599853515625,1
58,325.0199890136719,1
59,325.2099914550781,0
60,323.8900146484375,-1
61,323.2300109863281,-1
62,324.5799865722656,1
63,325.3599853515625,1
64,324.94000244140625,0
65,324.5504150390625,0
66,324.760009765625,0
67,325.3999938964844,0
68,325.3900146484375,0
69,325.4800109863281,0
70,325.9642028808594,0
71,325.8500061035156,0
72,325.1499938964844,0
73,324.810791015625,0
74,325.80999755859375,0
75,326.3500061035156,0
76,326.6300048828125,0
77,325.8900146484375,0
78,326.0400085449219,0
79,327.6449890136719,2
80,327.4800109863281,2
81,329.2699890136719,2
82,329.55999755859375,0
83,330.7200012207031,1
84,330.69000244140625,1
85,331.3699035644531,1
86,332.20001220703125,1
87,332.79998779296875,1
88,332.25,0
89,331.70001220703125,0
90,331.9100036621094,0
91,331.489990234375,0
92,331.6400146484375,0
93,331.8800048828125,0
94,331.8485107421875,0
95,331.8901062011719,0
96,331.8999938964844,0
97,332.20001220703125,0
98,332.4921875,0
99,332.6600036621094,0
100,332.75,0
101,332.9100036621094,0
102,333.3309020996094,0
103,332.8500061035156,0
104,335.5299987792969,3
105,331.90869140625,-4
106,331.1499938964844,-1
107,331.8409118652344,1
108,332.6499938964844,1
109,333.0299987792969,0
110,333.2149963378906,0
111,332.9200134277344,0
112,333.14190673828125,0
113,332.4549865722656,-1
114,331.79998779296875,-1
115,331.79998779296875,0
116,331.8399963378906,0
117,332.1859130859375,0
118,332.44000244140625,0
119,331.6000061035156,-1
120,331.010009765625,-1
121,330.8299865722656,0
122,331.3900146484375,0
123,332.1700134277344,1
124,332.8800048828125,1
125,332.42999267578125,0
126,332.3299865722656,0
127,332.6700134277344,0
128,331.92999267578125,-1
129,331.2099914550781,-1
130,334.5899963378906,4
131,334.7099914550781,0
132,332.7099914550781,-2
133,331.75079345703125,-1
134,331.1000061035156,-1
135,331.55999755859375,-1
136,330.53009033203125,-1
137,329.5700988769531,-1
138,329.9599914550781,0
139,329.7200012207031,0
140,329.2550048828125,0
141,328.4800109863281,0
142,328.29998779296875,0
143,328.9700012207031,1
144,329.0813903808594,1
145,330.1600036621094,1
146,330.4573059082031,0
147,330.55999755859375,0
148,330.9599914550781,0
149,330.79998779296875,0
150,330.4100036621094,0
151,329.80560302734375,0
152,329.55999755859375,0
153,329.7449951171875,0
154,330.5400085449219,1
155,328.70001220703125,-2
156,328.1499938964844,0
157,327.8949890136719,0
158,328.0,0
159,327.54998779296875,0
160,328.6499938964844,1
161,328.3800048828125,1
162,328.989990234375,1
163,329.1199951171875,0
164,329.6400146484375,0
165,330.1499938964844,0
166,330.6400146484375,0
167,331.010009765625,0
168,331.0799865722656,0
169,330.9200134277344,0
170,331.1722106933594,0
171,330.54998779296875,0
172,330.7261962890625,0
173,331.70001220703125,0
174,331.6199951171875,0
175,332.0299987792969,0
176,332.3500061035156,0
