,Close,0
0,257.1344909667969,0.0
1,260.0067138671875,0.0
2,263.3543395996094,0.0
3,270.6240539550781,0.0
4,269.2671813964844,0.0
5,269.8119201660156,0.0
6,271.95123291015625,0.0
7,267.4349365234375,0.0
8,266.17706298828125,0.0
9,269.89117431640625,0.0
10,267.8211975097656,-1.0
11,262.2550048828125,-2.0
12,250.56796264648438,-2.0
13,239.940673828125,0.0
14,242.1493377685547,1.0
15,249.3497314453125,-1.0
16,242.62472534179688,0.0
17,245.27906799316406,1.0
18,251.31077575683594,1.0
19,250.7066192626953,1.0
20,256.3817138671875,1.0
21,265.13714599609375,0.0
22,262.35406494140625,0.0
23,254.0245361328125,0.0
24,257.7683410644531,0.0
25,254.3711700439453,0.0
26,257.0948486328125,0.0
27,260.33355712890625,0.0
28,263.661376953125,0.0
29,265.8304138183594,0.0
30,265.0975036621094,0.0
31,261.9776916503906,0.0
32,251.24142456054688,0.0
33,250.300537109375,0.0
34,251.64752197265625,0.0
35,254.26223754882812,0.0
36,251.81590270996094,0.0
37,257.04534912109375,0.0
38,259.75909423828125,0.0
39,262.3044738769531,-1.0
40,257.86737060546875,-1.0
41,256.35205078125,-1.0
42,249.48838806152344,3.0
43,266.16717529296875,1.0
44,273.7637023925781,1.0
45,278.0522766113281,0.0
46,275.3484191894531,0.0
47,272.18896484375,0.0
48,279.7657165527344,0.0
49,280.9344177246094,0.0
50,280.2015075683594,0.0
51,277.6363220214844,0.0
52,279.5973205566406,1.0
53,286.39166259765625,1.0
54,284.27215576171875,1.0
55,289.1153564453125,0.0
56,290.6604309082031,0.0
57,289.9076843261719,0.0
58,289.1434326171875,0.0
59,288.00201416015625,-1.0
60,284.0120544433594,-1.0
61,275.6748352050781,0.0
62,274.3746032714844,0.0
63,273.7294616699219,0.0
64,276.7666320800781,0.0
65,266.0870056152344,0.0
66,263.2483825683594,0.0
67,261.0052490234375,0.0
68,259.5164794921875,0.0
69,258.4544372558594,0.0
70,254.14686584472656,0.0
71,251.3578643798828,1.0
72,256.1617126464844,1.0
73,256.5884704589844,1.0
74,262.484130859375,0.0
75,264.6577453613281,0.0
76,250.10728454589844,0.0
77,250.33555603027344,0.0
78,243.5466766357422,0.0
79,242.9114532470703,0.0
80,242.69309997558594,0.0
81,240.63856506347656,0.0
82,237.1647186279297,0.0
83,239.17953491210938,0.0
84,236.1424102783203,0.0
85,235.67591857910156,0.0
86,234.64369201660156,0.0
87,239.2688751220703,0.0
88,235.7255401611328,-1.0
89,231.15989685058594,1.0
90,238.94134521484375,1.0
91,247.02053833007812,0.0
92,247.33811950683594,0.0
93,244.94613647460938,-2.0
94,232.48989868164062,-1.0
95,227.5371856689453,0.0
96,223.7258758544922,0.0
97,224.06333923339844,1.0
98,232.48989868164062,-1.0
99,226.85232543945312,1.0
100,235.75531005859375,0.0
101,236.7180633544922,0.0
102,234.71316528320312,0.0
103,234.3856201171875,1.0
104,240.31103515625,1.0
105,245.40269470214844,0.0
106,248.78721618652344,-3.0
107,229.5917205810547,-1.0
108,225.05584716796875,1.0
109,234.1077117919922,0.0
110,230.39566040039062,-1.0
111,226.4652557373047,-1.0
112,218.45555114746094,-1.0
113,212.64926147460938,1.0
114,219.7359161376953,1.0
115,226.16749572753906,0.0
116,227.16001892089844,-1.0
117,222.8325958251953,3.0
118,241.1645965576172,1.0
119,245.2637481689453,-1.0
120,239.7452850341797,0.0
121,240.16213989257812,0.0
122,240.60008239746094,0.0
123,240.55030822753906,0.0
124,240.09246826171875,0.0
125,240.91859436035156,0.0
126,243.88465881347656,0.0
127,246.42274475097656,0.0
128,246.33316040039062,0.0
129,240.62994384765625,0.0
130,239.20663452148438,0.0
131,253.94740295410156,0.0
132,253.49949645996094,0.0
133,253.8279571533203,-1.0
134,249.03048706054688,-1.0
135,243.97422790527344,0.0
136,243.2277374267578,0.0
137,246.2435760498047,0.0
138,244.2728271484375,1.0
139,251.32968139648438,1.0
140,255.71908569335938,0.0
141,256.0177001953125,-1.0
142,247.84605407714844,-1.0
143,243.54624938964844,-1.0
144,239.32606506347656,0.0
145,240.6697540283203,0.0
146,243.28744506835938,0.0
147,237.07662963867188,0.0
148,237.61410522460938,0.0
149,235.85238647460938,0.0
150,233.43373107910156,0.0
151,239.88343811035156,0.0
152,238.6990203857422,0.0
153,238.46014404296875,-2.0
154,228.0291290283203,-1.0
155,221.27084350585938,0.0
156,223.87860107421875,0.0
157,226.05838012695312,0.0
158,227.78028869628906,0.0
159,234.66793823242188,0.0
160,237.39512634277344,0.0
161,238.1117706298828,0.0
162,239.22654724121094,0.0
163,234.70774841308594,0.0
164,230.84588623046875,0.0
165,239.09715270996094,0.0
166,241.44610595703125,0.0
167,240.90863037109375,0.0
168,239.48532104492188,0.0
169,246.8407745361328,0.0
170,247.00003051757812,-1.0
171,241.5755157470703,1.0
172,246.6516571044922,1.0
173,251.56857299804688,2.0
174,263.3631896972656,-1.0
175,257.14239501953125,0.0
176,255.56976318359375,0.0
177,266.3093566894531,0.0
178,265.4832458496094,0.0
179,262.38775634765625,0.0
180,261.8702087402344,0.0
181,270.0517578125,0.0
182,270.8978271484375,0.0
183,268.7325439453125,-1.0
184,261.5781555175781,-1.0
185,257.4971008300781,-1.0
186,252.1188507080078,0.0
187,250.9613800048828,0.0
188,254.2142791748047,0.0
189,248.67637634277344,0.0
190,249.6143341064453,0.0
191,248.87594604492188,0.0
192,245.73281860351562,1.0
193,250.562255859375,1.0
194,254.73312377929688,0.0
195,256.3096923828125,0.0
196,253.59561157226562,0.0
197,253.1466064453125,0.0
198,251.76962280273438,0.0
199,248.04774475097656,1.0
200,253.36611938476562,1.0
201,260.2211608886719,1.0
202,264.8609924316406,2.0
203,275.5975341796875,0.0
204,278.8204650878906,0.0
205,271.6361999511719,0.0
206,273.18280029296875,0.0
207,271.6960754394531,0.0
208,277.0543518066406,0.0
209,279.9580078125,0.0
210,275.7771301269531,0.0
211,274.6296691894531,1.0
212,279.89813232421875,1.0
213,283.4303894042969,1.0
214,287.6711120605469,0.0
215,286.6034851074219,0.0
216,286.5535583496094,0.0
217,283.7197570800781,0.0
218,290.96392822265625,0.0
219,288.7587585449219,0.0
220,282.2130432128906,0.0
221,282.8716125488281,0.0
222,289.207763671875,0.0
223,285.515869140625,0.0
224,288.1700439453125,0.0
225,287.740966796875,0.0
226,287.8208312988281,0.0
227,285.48590087890625,0.0
228,285.1366882324219,-1.0
229,281.1553649902344,-1.0
230,274.8192443847656,4.0
231,294.7257080078125,2.0
232,304.1650695800781,0.0
233,306.58978271484375,0.0
234,304.89349365234375,0.0
235,304.7438049316406,0.0
236,303.73602294921875,0.0
237,304.7438049316406,0.0
238,309.9723815917969,0.0
239,307.97674560546875,0.0
240,306.3303527832031,0.0
241,311.6287536621094,0.0
242,309.43353271484375,0.0
243,308.2960510253906,0.0
244,308.78497314453125,0.0
245,311.05999755859375,0.0
246,314.0,0.0
247,318.5199890136719,0.0
248,318.3399963378906,0.0
249,321.17999267578125,-1.0
250,315.260009765625,
