,Close,Clusters
0,308.94500732421875,-69
1,308.2099914550781,-1
2,308.1199951171875,-1
3,307.67999267578125,-1
4,307.8800048828125,0
5,308.07000732421875,0
6,308.010009765625,0
7,307.3500061035156,-1
8,307.951904296875,1
9,308.54998779296875,1
10,307.81658935546875,-1
11,307.6199951171875,0
12,307.3131103515625,0
13,307.0368957519531,0
14,307.57000732421875,0
15,307.92999267578125,0
16,307.95001220703125,0
17,307.1600036621094,0
18,307.04998779296875,0
19,307.0,0
20,307.2001037597656,0
21,307.5885009765625,0
22,307.6000061035156,0
23,307.8900146484375,0
24,308.2799987792969,0
25,309.0199890136719,0
26,308.94940185546875,0
27,308.7900085449219,0
28,308.1600036621094,-1
29,307.67999267578125,-1
30,309.3399963378906,2
31,309.17999267578125,0
32,309.4849853515625,0
33,309.5799865722656,0
34,309.3599853515625,0
35,309.7799072265625,1
36,309.2300109863281,-1
37,309.1299133300781,0
38,308.760009765625,0
39,308.9599914550781,0
40,309.5400085449219,1
41,309.0199890136719,-1
42,308.6000061035156,-1
43,308.94000244140625,0
44,309.2449951171875,0
45,308.9599914550781,0
46,309.17498779296875,0
47,309.0249938964844,0
48,309.25,0
49,309.3900146484375,0
50,309.0299987792969,0
51,309.5,1
52,312.48309326171875,4
53,312.1499938964844,0
54,311.4649963378906,-1
55,312.260009765625,1
56,312.3999938964844,0
57,312.79998779296875,0
58,312.6600036621094,0
59,313.45001220703125,1
60,312.806396484375,-1
61,313.5400085449219,1
62,313.3500061035156,0
63,313.1600036621094,0
64,313.17999267578125,0
65,312.8999938964844,0
66,313.0,0
67,312.760009765625,0
68,313.0050048828125,0
69,313.3500061035156,0
70,313.0199890136719,0
71,312.82000732421875,0
72,312.5899963378906,0
73,312.739990234375,0
74,313.0,0
75,313.3179016113281,0
76,313.1199951171875,0
77,311.760009765625,-2
78,312.70001220703125,1
79,311.75,-1
80,311.4342041015625,0
81,311.2250061035156,0
82,311.739990234375,0
83,311.79998779296875,0
84,311.6297912597656,0
85,311.5,0
86,311.9800109863281,0
87,312.30999755859375,0
88,311.96990966796875,0
89,312.4100036621094,1
90,313.010009765625,1
91,312.93499755859375,0
92,313.25,0
93,313.70098876953125,0
94,313.87060546875,0
95,313.96270751953125,0
96,313.68499755859375,0
97,313.8299865722656,0
98,313.45001220703125,0
99,313.2300109863281,0
100,313.69500732421875,0
101,313.69000244140625,0
102,313.4649963378906,0
103,313.989990234375,1
104,314.510009765625,1
105,315.3399963378906,1
106,315.1199951171875,1
107,316.2431945800781,1
